code,open,high,low,close,volume,거래대금,등락률,시가총액,foreign_net,inst_net,date
297890,2540,2750,2540,2655,769978,2059090238,4.12,194189126670,132774107.0,-32400000.0,20251103
440290,2160,2175,2125,2140,147703,317039610,0.23,58009001400,-15448866.0,,20251103
078150,2010,2295,2005,2180,14270830,31384608527,9.71,202120696880,3994724654.0,,20251103
225530,2850,2850,2710,2745,55871,153669902,-2.83,99749805615,-18284335.0,2810.0,20251103
060560,700,704,670,676,168723,115856137,-3.43,86304598900,2583402.0,,20251103
195940,49800,50900,48600,50100,254542,12714783175,1.42,1419327539100,832609150.0,610438925.0,20251103
028300,49100,49250,46300,47150,729057,34537787975,-2.98,6198058834700,-1621228050.0,1699433825.0,20251103
278650,1235,1259,1206,1211,519740,634143091,-1.54,105363707729,-67544426.0,-10921.0,20251103
067630,4200,4210,4005,4005,508034,2061182697,-4.64,488277817290,-339252503.0,78960.0,20251103
024850,1865,1873,1773,1778,630407,1137471973,-4.61,256985207136,-304598185.0,,20251103
187420,3070,3105,2970,2995,100780,303560148,-2.44,87261966590,-14552170.0,29365.0,20251103
047920,15470,15470,14750,14750,137064,2049964095,-4.03,483790501000,-13880065.0,-64443920.0,20251103
115450,3335,3350,3170,3170,410411,1321689125,-4.95,267491773710,-323066042.0,49578393.0,20251103
046210,1750,1750,1596,1610,165068,268222448,-4.56,72654015980,-136037025.0,-8050.0,20251103
196300,6700,6700,6390,6470,19273,124679910,-3.43,60128285060,-20867850.0,-15173730.0,20251103
403870,34600,34850,33800,34850,1020372,35044574450,0.72,2909925094800,6869773800.0,-8450362600.0,20251103
036640,5180,5180,5060,5120,112931,577614305,-1.16,83736576000,-89548560.0,-154792910.0,20251103
442770,0,0,0,1862,0,0,0.0,7839020000,,,20251103
448760,4130,4190,3680,3680,905953,3540835558,-11.22,16302400000,455298.0,-71371255.0,20251103
467930,2220,2230,2220,2225,388,861580,0.23,9411750000,37850.0,0.0,20251103
469480,2200,2225,2180,2195,4869,10684061,-0.45,9284850000,-325400.0,4375614.0,20251103
095340,79100,81500,78400,80600,201227,16134124050,1.13,1708482874800,4843551950.0,-2865114250.0,20251103
950170,5830,5870,5480,5510,142415,793336250,-5.33,285122377480,-69796855.0,-103996500.0,20251103
067290,1391,1400,1353,1358,198686,271937764,-2.37,72484779108,-49377439.0,,20251103
035900,88200,88500,84200,85000,1680142,144049506100,5.07,3020261820000,4177908050.0,-15102237950.0,20251103
318000,5190,5290,5120,5200,59518,309174985,-0.38,45449159600,-26341430.0,,20251103
024840,1882,1989,1875,1933,1711161,3317071992,3.48,67479481667,369759047.0,,20251103
024120,3500,3530,3440,3455,39972,138771787,-1.29,39732500000,-30822725.0,-4640575.0,20251103
455250,2100,2100,2090,2100,6725,14090585,0.0,9040500000,0.0,169290.0,20251103
464680,2060,2065,2055,2065,90292,186012335,0.0,26648825000,-2050.0,-44559851.0,20251103
478390,2070,2090,2060,2060,24155,49847900,-0.72,12813200000,19510.0,-30027205.0,20251103
486630,2035,2050,2030,2040,12889,26263909,0.0,10832400000,26125.0,-11616289.0,20251103
492220,2005,2010,2000,2000,31665,63379330,-0.25,12420000000,3355.0,-5215575.0,20251103
0037T0,2000,2000,1996,1998,20818,41606682,-0.1,12647340000,27972.0,18801180.0,20251103
0072Z0,1983,1983,1979,1979,96854,191788358,-0.15,15604415000,-815256.0,-67047204.0,20251103
021320,4750,4785,4665,4720,26520,125060058,-1.26,101008000000,-16613730.0,-23368055.0,20251103
044180,755,779,623,630,8202500,5626358175,-16.56,16832213370,-209287152.0,,20251103
046440,4940,4975,4840,4845,118188,578341597,-1.92,184162335690,-83873075.0,237820.0,20251103
151860,5630,5700,5350,5410,394321,2173208020,-4.59,257532240820,-171228880.0,-140382915.0,20251103
035600,10290,10320,10060,10060,149932,1520277085,-2.04,277197606040,-315945015.0,-1431860.0,20251103
226360,0,0,0,2555,0,0,0.0,67617390260,,,20251103
111870,0,0,0,8910,0,0,0.0,62746456410,,,20251103
060720,12580,13440,12580,13110,523966,6912859770,4.46,310411264620,1755688125.0,13604665.0,20251103
058400,697,699,690,690,363785,251530963,-1.29,91376506800,,,20251103
101000,968,1020,945,950,1497146,1452523115,-1.86,31774461900,-32214826.0,,20251103
089600,13290,13290,13030,13100,26355,345598860,-1.43,151542935300,3177570.0,-103993780.0,20251103
418470,13070,13480,12820,12940,28831,378870980,-0.99,110815429660,40702260.0,-7108890.0,20251103
043610,1890,1900,1835,1842,139545,258078732,-2.44,107048636796,-52752750.0,0.0,20251103
122450,3815,3815,3730,3730,69775,262746262,-2.23,167177980820,-8674595.0,9568255.0,20251103
052900,973,973,929,932,615345,579932608,-4.12,51360205844,5828060.0,38450386.0,20251103
036560,15200,15220,15010,15060,12408,187435380,0.07,237195000000,21232340.0,240.0,20251103
061970,4935,5070,4850,5040,461539,2289941658,1.41,292738350240,392860707.0,-188332262.0,20251103
309960,5160,5270,4995,5000,102638,524152705,-1.96,116086195000,50181935.0,,20251103
225190,1770,1852,1710,1714,3167569,5675870497,-3.16,86982826160,-87313519.0,,20251103
060370,29550,30700,29200,30450,1355661,40652010300,5.36,1590673104300,1112121625.0,1668159575.0,20251103
417200,14090,15760,13740,15500,4660171,69361530360,15.67,1048616214500,-4063260340.0,11541148980.0,20251103
078020,5550,5600,5470,5530,242650,1343281290,0.73,306810980700,109808550.0,150796610.0,20251103
322180,5940,7540,5940,7540,1824632,12755482055,30.0,157751759360,1106815795.0,-1363850.0,20251103
476080,9800,10780,9800,10710,231544,2405176680,10.41,83377350000,388309960.0,-4264120.0,20251103
086960,1600,1728,1546,1668,22807609,37723212349,8.66,154826742384,-2035703871.0,-62435.0,20251103
160550,2170,2190,2115,2130,170686,364971895,-1.16,59440005780,-56776681.0,35037090.0,20251103
053290,1970,1979,1899,1899,80755,155243019,-3.31,31383456993,-30530482.0,3860.0,20251103
060250,16120,16340,15400,15560,565690,8947270715,-2.32,624899107160,-376367360.0,-537485550.0,20251103
104200,2875,2875,2815,2825,43392,123268815,-1.05,41887828750,-36930150.0,5.0,20251103
063570,4075,4135,3995,4125,197044,798522231,0.0,140859378000,-74915647.0,106084852.0,20251103
222160,0,0,0,8040,0,0,0.0,79551289560,,,20251103
024940,5150,5220,4895,4950,123678,618484928,-4.26,49500000000,-140452845.0,,20251103
332570,5530,5660,5400,5470,1471652,8092528160,-1.08,239529801220,-4301030.0,104751370.0,20251103
218410,34350,36400,33950,36300,721204,25589918425,8.68,962074944600,-4634510250.0,4108846875.0,20251103
327260,17150,17500,16500,17190,233327,3946759255,2.02,144967240890,1001912485.0,-663531850.0,20251103
474610,4610,4730,4555,4570,180776,836823680,-0.87,61365146540,82885755.0,48124540.0,20251103
091340,2315,2325,2295,2305,45630,105465497,-0.43,26977076905,-12118785.0,,20251103
419530,59300,59500,52700,53400,278011,15204310950,-6.32,519823101000,-4416401300.0,-2616115550.0,20251103
019550,688,690,676,677,269960,184414377,-0.88,109719071275,-69113671.0,-994301.0,20251103
246960,2470,2500,2400,2415,77673,189214610,-2.82,82043131065,-10412000.0,12865760.0,20251103
099220,1123,1221,1119,1167,736898,865606259,3.92,75790056450,212855270.0,,20251103
036540,4250,4355,4190,4350,716515,3073541935,1.75,715402318050,306520581.0,160072823.0,20251103
255220,2215,2235,2155,2175,1544136,3372373966,-2.68,214618981950,97682986.0,10850.0,20251103
040610,1842,1860,1769,1782,107455,195136372,-3.47,60743383272,-26323678.0,-7901009.0,20251103
184230,718,718,685,690,394005,276377201,-3.63,59250312420,-21951207.0,-13240171.0,20251103
016250,13010,13010,12710,12710,4895,62742810,-2.31,64020092060,-1949070.0,-1469780.0,20251103
357880,2010,2275,1935,2165,3620680,7760265175,12.29,76935898980,248715112.0,,20251103
048550,1361,1380,1305,1305,750682,994261544,-1.58,126212579100,-194255393.0,965907.0,20251103
063440,1760,1775,1650,1666,541324,926557065,-2.0,76684570564,69595987.0,-9327110.0,20251103
067160,73400,73700,71200,71600,109160,7899723500,-1.51,823025317200,-1369702450.0,104922200.0,20251103
289080,1662,1700,1660,1670,339806,569060715,0.42,90507777580,32913303.0,0.0,20251103
013720,830,830,780,785,253028,200205054,-4.03,47750092255,975764.0,,20251103
089230,1072,1092,1028,1028,105002,109219959,-4.1,26535715684,15544706.0,,20251103
032540,5690,5700,5420,5420,39935,221547680,-4.75,75509320780,23327800.0,-43744615.0,20251103
048770,2220,2395,2180,2315,329567,759038922,4.75,36340849165,63239524.0,,20251103
246690,1515,1563,1474,1474,808494,1218358316,-2.51,61138368588,63517532.0,,20251103
317240,199,203,198,198,1689225,337242611,-0.5,22929986376,18021675.0,,20251103
057030,3105,3260,2950,3095,275356,845425133,-0.16,50487797215,-199497896.0,,20251103
040300,2720,2725,2680,2685,80870,218423256,-1.29,128012691300,-85191320.0,,20251103
051390,3950,3955,3905,3905,3235,12713885,-1.51,44342712040,-157655.0,-1212250.0,20251103
052220,3175,3235,3050,3095,164840,515734254,-1.59,71185000000,-80971570.0,,20251103
079940,27600,28300,27000,27750,43776,1216183550,2.4,375615231000,-44891150.0,-95642600.0,20251103
078890,4135,4245,4060,4220,97186,405302932,1.2,76157799840,22695045.0,-40.0,20251103
399720,54000,56900,53700,56500,205744,11471629900,6.2,655423730000,763356950.0,152385900.0,20251103
036620,5130,5320,5100,5280,827040,4318612640,4.14,477859910880,-577224995.0,559256000.0,20251103
198440,1097,1105,1060,1071,85660,92654024,-3.34,65258060616,-8853113.0,,20251103
217730,1447,1533,1447,1479,464240,697149462,2.57,139106086371,151832339.0,,20251103
114190,16060,16430,15320,15590,1288098,20258787675,-2.93,407258162420,418150055.0,-915330985.0,20251103
094480,9470,9640,9200,9300,264043,2461663640,-1.8,364837493400,292155195.0,2018100.0,20251103
039240,2900,2900,2790,2800,214698,605159496,-2.78,75542891200,-161795397.0,208355.0,20251103
053950,790,791,712,720,4474476,3278646531,-8.86,56266097760,-10819100.0,,20251103
011040,5680,5680,5640,5660,42525,240846135,-0.35,174151215560,-67710935.0,-3918030.0,20251103
024910,1528,1528,1495,1496,142429,214037266,-1.25,53585231480,-24340733.0,,20251103
049720,10450,10500,10300,10360,57386,596366630,-0.86,148148000000,49506000.0,-27497930.0,20251103
014570,4200,4240,4175,4220,12203,51364860,0.48,46420000000,-4313395.0,,20251103
348150,5070,5070,4895,4905,131616,651660184,-2.49,95249650545,-49666707.0,,20251103
950190,8410,8410,7940,7990,38224,307053600,-2.44,104006301410,-25309945.0,765200.0,20251103
098460,16820,17180,16610,16940,1871441,31718063520,1.44,1163011549700,-556664010.0,101754125.0,20251103
035290,373,379,370,370,213301,79349055,0.0,17640297600,-125857.0,,20251103
215000,58600,59400,58000,58000,27435,1598678850,-2.36,363974070000,-655457250.0,-252446900.0,20251103
121440,5300,5300,5040,5050,120956,623097570,-4.72,216325930900,-179666410.0,-112643280.0,20251103
366030,4910,5130,4890,5040,235221,1182411271,3.17,114175404000,-31777935.0,,20251103
014200,0,0,0,6040,0,0,0.0,91311391200,,,20251103
029480,2270,2300,2170,2200,541381,1194048867,-3.08,133866801200,-74070372.0,,20251103
026910,2610,2610,2560,2600,9243,24049525,-0.38,16654053000,-797050.0,,20251103
456490,2240,2240,2185,2235,20672,45436070,-0.22,9387000000,407440.0,0.0,20251103
465320,0,0,0,2335,0,0,0.0,8896350000,,,20251103
482520,2070,2075,2060,2070,34922,72233425,0.0,12627000000,-430280.0,-21311565.0,20251103
489210,2080,2090,2070,2080,4582,9488370,-0.24,10774400000,-381830.0,-903000.0,20251103
0041B0,2055,2060,2050,2055,11245,23094585,0.0,10357200000,-123000.0,0.0,20251103
053270,2235,2235,2155,2155,174484,380283300,-3.36,59069422775,-40978095.0,-27135050.0,20251103
066620,20350,20350,19920,20050,14867,298052260,-1.23,150375000000,99559585.0,-154225980.0,20251103
043650,4210,4225,4120,4120,64491,267566945,-2.14,73576212480,-42829075.0,-2610675.0,20251103
006050,1289,1290,1260,1260,302045,384831848,-2.25,43968006180,-98383533.0,,20251103
060480,1671,1685,1671,1674,22712,38122429,0.18,18564660000,-518032.0,,20251103
078130,384,387,360,360,3305221,1224758011,-5.51,405866113560,-18326051.0,48719456.0,20251103
307750,3600,3650,3575,3575,108603,391653812,-1.24,179380558500,-31581852.0,16013330.0,20251103
035080,12800,12800,12400,12410,24355,304274570,-2.67,169726581180,-9816880.0,-7894200.0,20251103
318060,12500,12610,11360,11720,630381,7497402970,-4.72,129550266440,-1074936215.0,-701590760.0,20251103
453450,17910,18290,17700,17960,22525,403542060,0.06,142651790000,30248260.0,-2140290.0,20251103
204020,2205,2235,2140,2150,181245,393000930,-3.15,41819288800,-118520500.0,-19800.0,20251103
402490,8120,8890,8060,8450,381297,3228012360,4.06,139922603600,247176020.0,-821000.0,20251103
114450,3095,3190,2620,2620,4983904,14330275980,-15.07,52400000000,-190107885.0,1342215.0,20251103
186230,5670,5700,5500,5680,86990,484815845,0.18,62026667840,73993410.0,11120.0,20251103
900070,432,437,428,435,83752,36241116,0.46,23378626080,-1083552.0,-4661025.0,20251103
204620,5650,5810,5540,5550,1026178,5804428100,-1.6,390072481500,-784467180.0,134238140.0,20251103
019660,2965,3065,2965,3015,23234,69830650,0.5,42042163995,-14893760.0,,20251103
053260,4090,4165,4040,4070,42551,173763417,-1.09,76190400000,6583873.0,45.0,20251103
282720,13890,14310,13730,14110,122353,1724547850,1.36,171006145000,-235467510.0,73192490.0,20251103
036190,31800,31900,31150,31150,8171,257875175,-2.04,186900000000,-9280775.0,4850150.0,20251103
049080,533,649,503,603,14714092,9023453247,14.64,51184658241,19677168.0,,20251103
420770,34700,37000,34700,36450,90570,3286618225,5.35,462031379100,11517725.0,119191800.0,20251103
035460,1758,1780,1758,1775,57485,102042972,0.0,25874778500,-946148.0,,20251103
407400,4960,5000,4800,4855,122393,592728255,-2.12,71050662570,59330390.0,,20251103
187790,1930,1940,1903,1920,116737,224135799,-0.47,59214393600,-27275921.0,45236882.0,20251103
121600,67300,67600,65500,66600,79687,5296072250,1.06,813265320600,-1507430850.0,466380150.0,20251103
286750,1783,1804,1728,1738,200148,352668361,-2.41,47379068792,-1474297.0,,20251103
247660,4445,4510,4415,4420,7164,31746759,0.11,19200126400,-5554905.0,,20251103
039860,3140,3445,3070,3150,580443,1896259148,1.12,119993116950,223811627.0,-140.0,20251103
091970,873,953,812,842,2347537,2095050283,-3.55,31505529106,-101237592.0,360640.0,20251103
417010,4945,5090,4620,4850,48715,237505065,-2.61,97837730800,-16896880.0,,20251103
405920,2530,2530,2390,2390,16356,39433390,-2.05,30778601640,-562485.0,,20251103
051490,4265,4340,4125,4135,78864,329932920,-3.05,58717000000,-11643500.0,-9861985.0,20251103
137080,3195,3230,3165,3190,17073,54521255,-0.16,35279556180,-621540.0,5.0,20251103
190510,17000,17390,16910,17180,124279,2136753925,1.78,246273152500,383395765.0,-108457760.0,20251103
242040,1366,1397,1361,1388,278484,385091282,1.61,48033494432,83040797.0,528622.0,20251103
293580,1167,1195,1166,1178,345596,406814855,-0.17,111827481100,-18573647.0,-2074552.0,20251103
459510,23150,24900,22700,24150,1285995,30819134325,6.62,311870250300,838524325.0,428901925.0,20251103
138610,40550,41100,39050,40700,203177,8137031475,0.87,462316875900,-153088050.0,181841600.0,20251103
130580,5710,5710,5370,5390,15722,85499935,-2.53,83006000000,-12501335.0,-262540.0,20251103
036800,22750,22950,22200,22450,9850,222368825,-1.75,224500000000,-26342750.0,73189000.0,20251103
267320,4150,4265,4055,4110,2656388,11048137092,1.86,234697201620,-622722586.0,-70711835.0,20251103
111710,4490,4495,4455,4475,7743,34578665,-0.33,92131300000,-2863295.0,,20251103
091590,3805,3840,3710,3740,9874,37026160,-2.35,43907600000,-4243015.0,,20251103
168330,2380,2450,2305,2345,57731,137913670,-1.26,74465240500,-29094560.0,,20251103
094860,1145,1184,1111,1166,219373,249626565,1.83,28041797454,48391563.0,,20251103
253590,12340,12360,12120,12180,645573,7882890460,-2.87,534326417520,-1800775265.0,-169126465.0,20251103
212560,5430,5440,5230,5400,106315,564164045,-0.18,63786101400,-99213675.0,,20251103
095660,24950,25400,24750,24900,83966,2108070725,1.63,544234718400,188321350.0,262195075.0,20251103
042420,23000,24400,23000,23700,13551,323142000,2.82,198280907100,66383450.0,20861950.0,20251103
950220,574,577,540,550,2111642,1167488990,-4.18,90415410250,24846513.0,-26940984.0,20251103
311390,7440,7440,6890,6950,149963,1060290480,-6.59,87943833550,-186534500.0,7150.0,20251103
085910,4290,4460,4245,4390,147977,648860240,2.33,61173851020,-74957860.0,56094060.0,20251103
092730,17200,17350,16770,16880,70283,1188622110,-1.4,270552454320,387067140.0,-203391750.0,20251103
290660,824,873,788,800,128210,104214368,-2.91,40382889600,-16022833.0,,20251103
306620,2035,2090,2005,2010,463495,948653440,1.31,90478662600,232432745.0,36371005.0,20251103
153460,7580,7900,7500,7890,15895,123405170,5.2,51521810460,2969750.0,,20251103
007390,25000,25100,24300,24750,341704,8418680575,0.2,1594767636000,1384584625.0,252453000.0,20251103
033640,17430,17800,16910,17540,135028,2339623745,0.86,404458403080,438209810.0,63012910.0,20251103
330860,19700,20900,19620,20700,133381,2705155205,4.02,252209731500,-197591385.0,22393355.0,20251103
351320,1596,1700,1535,1550,155513,250016966,-2.94,44676815600,22662074.0,,20251103
089140,2260,2290,2160,2160,143855,317682134,-4.42,32219065440,-78766889.0,-4634755.0,20251103
389650,61000,61800,59100,59800,63280,3807739750,-1.16,485990772800,203414150.0,-91565150.0,20251103
137940,336,339,330,332,320203,106462155,0.3,28342505344,-5152734.0,,20251103
396270,3180,3180,3010,3160,412645,1278762944,5.51,62878501600,339693245.0,,20251103
348210,65000,66600,63600,66400,193571,12653525550,0.76,695673132000,-1823595800.0,6721608600.0,20251103
225570,13550,14150,13550,13720,418367,5800155040,2.62,903601587280,1694033300.0,487100215.0,20251103
205500,2365,2560,2340,2440,516186,1276100839,4.27,145727030920,-35796497.0,21070705.0,20251103
217270,5890,5900,5730,5790,80861,469434625,-1.86,270599372970,23403180.0,51886940.0,20251103
104620,5550,5670,5100,5150,504476,2649387565,-7.21,86574342800,-538880990.0,-23311460.0,20251103
473980,31350,31450,28500,28650,232917,6855867025,-5.13,314614875300,-1846919375.0,-993520600.0,20251103
194700,17190,17310,16200,16640,191077,3180463525,-2.46,312080670720,910154645.0,-1015784030.0,20251103
285490,20350,20800,20250,20700,67477,1383696800,4.55,218919701700,417649900.0,101270650.0,20251103
145170,4455,4545,4350,4365,92274,407241397,-2.68,73805187825,8196335.0,,20251103
106520,0,0,0,411,0,0,0.0,15904036272,,,20251103
376930,2360,2360,2265,2275,830607,1914677595,-4.21,84054561500,-194431042.0,,20251103
486990,22500,34000,22400,31000,31550573,905869685850,240.66,656018280000,-1554918975.0,-13477737750.0,20251103
142280,4025,4105,4025,4070,84330,342573178,1.24,88489638820,83184460.0,,20251103
234690,9050,9110,8880,8990,89656,806983580,-0.33,159592961240,27532450.0,,20251103
054050,8320,8440,8200,8240,47709,394283115,-0.96,132091822640,-43394610.0,-6004055.0,20251103
069140,2685,2855,2605,2710,166406,443396420,-0.37,35508433530,3449195.0,-9321040.0,20251103
040160,3415,3465,3205,3250,58129,190352700,-4.83,39180488750,40444933.0,,20251103
332290,1264,1275,1200,1220,298626,367548440,-3.48,48683372880,45762776.0,,20251103
348340,33100,34600,32350,33850,814446,27283632350,6.11,384166594950,-2954823675.0,1796340775.0,20251103
380550,22450,22850,21800,22400,2161880,48523420475,1.36,258811548800,-735743525.0,778394875.0,20251103
060260,1328,1340,1271,1271,125217,163302827,-4.29,17173763439,-38777669.0,,20251103
463020,22400,24450,22400,23850,463978,10925870275,7.92,211768920000,1832630750.0,-385749525.0,20251103
123840,1067,1082,1022,1026,47157,48949052,-3.75,38120318982,4329480.0,,20251103
012340,450,469,450,450,133974,60797925,-1.1,23222907900,499381.0,-563571.0,20251103
462310,6460,6570,6390,6410,72109,463782300,-1.38,50651820000,-60073740.0,,20251103
270870,4910,4915,4650,4745,37990,181468250,-3.16,43655062880,-14633160.0,,20251103
144960,6200,6320,6110,6200,387195,2403676830,0.0,270894268800,109615755.0,28436495.0,20251103
085670,5240,5400,5170,5300,321977,1709614390,0.95,129589033300,-140756495.0,-1139500.0,20251103
064260,7990,8220,7720,7880,3706670,29256371325,-2.23,543318435200,3667649475.0,61969150.0,20251103
340360,1432,1468,1333,1385,466909,647459276,-3.69,60873393965,-84515607.0,,20251103
039560,3275,3375,3255,3285,214444,708613700,0.31,130131927585,-59267039.0,1283160.0,20251103
154040,1024,1024,993,995,67809,68120186,-2.83,17860343530,-815974.0,,20251103
032190,17600,18050,17460,17790,127368,2268893340,1.31,681357000000,651265615.0,60266545.0,20251103
323350,5890,5890,5380,5410,95008,523225610,-7.99,43338276520,25302495.0,,20251103
068240,3770,3795,3500,3610,918036,3348628875,-4.75,137770007570,1106463968.0,106125165.0,20251103
464580,2655,2700,2520,2520,399693,1030452735,-1.95,46265904720,-10724765.0,-26547940.0,20251103
020400,5900,5900,5810,5850,11177,65593770,-0.85,18656621100,637570.0,,20251103
008830,15810,15960,15590,15740,51926,820112035,-1.13,141463564800,27010235.0,31930.0,20251103
048470,3105,3105,2985,2985,84708,256473740,-3.86,29850000000,-10461400.0,20.0,20251103
004780,3600,3600,3540,3550,32345,115344725,-1.8,56456356450,-4644305.0,678800.0,20251103
017650,7290,7290,7100,7170,6930,49738430,-1.65,64530000000,3453850.0,56640.0,20251103
389260,21300,23550,21200,23350,193403,4390411275,11.19,418346188750,1404645625.0,-10326450.0,20251103
317850,6620,6670,6500,6510,42431,278327975,-1.66,54191974200,-6069620.0,6650.0,20251103
290670,16710,17160,16600,16680,20537,342854160,-1.07,131065768800,68027470.0,33530.0,20251103
078140,12210,12230,11980,12010,24990,302805420,-1.48,133149813790,29514910.0,,20251103
065150,0,0,0,145,0,0,0.0,23110448725,,,20251103
036480,7250,7270,7100,7170,17709,126680930,-1.1,27246000000,-1320040.0,,20251103
027830,1583,1620,1574,1574,309104,491684840,-1.07,84996000000,-40423790.0,,20251103
104040,745,750,709,715,856287,619881972,-4.03,95858495590,-40402438.0,-3186000.0,20251103
129920,3865,3900,3730,3735,57538,218496570,-3.24,51225722955,-84525265.0,,20251103
457630,2090,2090,2075,2080,117201,243491675,-0.48,15204800000,-347360.0,15978400.0,20251103
471050,2180,2190,2175,2180,5346,11656065,-0.23,13210800000,627325.0,0.0,20251103
478780,3000,3020,2900,2920,105642,310233074,-2.67,23097200000,-13069765.0,-5940000.0,20251103
482690,2175,2180,2160,2180,12775,27648690,0.0,12240700000,-39000.0,1365855.0,20251103
020180,1063,1067,1021,1039,503647,524843969,-2.9,39927642685,-68617690.0,,20251103
045390,4020,4095,3860,3895,2223217,8789269397,-3.95,274493803415,952087629.0,54228287.0,20251103
108380,30050,33850,30050,31850,234451,7631344500,6.17,304719556050,1788053150.0,216179450.0,20251103
007680,4480,4800,4420,4430,67375,303184036,-1.12,59567879820,6328675.0,26741945.0,20251103
048910,8150,8300,8000,8050,79807,646455880,-1.47,101260515300,3822030.0,5294440.0,20251103
005710,11350,11620,11240,11300,29681,338125390,-0.18,226424880000,-35957395.0,-8885460.0,20251103
120240,12400,12500,12310,12310,17995,222577470,-1.28,88513713210,-49956930.0,-2502010.0,20251103
003310,1515,1530,1494,1500,251707,379551709,-1.57,53088525000,-81127261.0,6732.0,20251103
078600,77200,77300,75200,77000,86143,6592494800,1.85,1192005661000,-455270300.0,181990800.0,20251103
393970,7490,7750,7210,7300,469233,3462503660,-0.68,108221186000,-122504280.0,,20251103
096350,2640,2670,2425,2435,1470432,3687091536,-7.77,89741345470,239569490.0,-79573705.0,20251103
140520,2175,2175,2100,2105,15286,32600200,-0.24,44434956515,-8862335.0,,20251103
131220,4695,4700,4580,4615,15535,71995135,-1.7,34402471350,-22662428.0,23.0,20251103
010170,2250,2810,2180,2810,48365983,130264635659,29.79,370879704600,4279122983.0,435655219.0,20251103
054670,6560,6590,6440,6440,54395,353451600,-1.83,92445684800,-67137180.0,30.0,20251103
023910,29100,29150,28450,28550,23931,686405000,-1.72,171300000000,-27961275.0,-38828200.0,20251103
021040,1458,1458,1373,1380,135749,189927221,-6.12,29952588120,-43021095.0,,20251103
021045,2920,2920,2855,2900,6787,19511170,-0.68,2460626800,,,20251103
067080,16650,16810,16350,16810,129045,2139113020,2.5,312945886500,210908740.0,-52422620.0,20251103
298540,9550,9670,9380,9400,47364,448768755,-1.57,136172028400,-69181965.0,-9022020.0,20251103
032860,1393,1420,1362,1374,117320,162457417,-2.21,55503915762,-10533935.0,,20251103
393890,7980,8010,7690,7760,272276,2118135495,-1.4,262622797440,-41788220.0,-48798940.0,20251103
299170,2230,2325,2120,2145,2960917,6594094191,-1.83,80612167350,-364207640.0,-246557537.0,20251103
462860,3965,4055,3865,3905,710925,2792270577,-2.13,280040862145,632067085.0,,20251103
224060,2710,2745,2710,2715,13438,36477015,0.18,14011360230,3815880.0,,20251103
043090,0,0,0,380,0,0,0.0,4718944500,,,20251103
213420,42250,44000,40750,42400,319446,13533992500,0.71,1052841989600,3297645275.0,-3527949800.0,20251103
317330,21100,21700,20900,21500,185735,3951139225,3.37,440246556000,-1150455250.0,63323900.0,20251103
077360,6570,6650,6320,6470,1180233,7665088760,-2.12,293977402940,1660756285.0,17053560.0,20251103
090410,1300,1309,1259,1263,323742,413304980,-3.59,58204211985,-22664262.0,,20251103
263600,4095,4115,4020,4050,30828,125058355,-1.58,64517755500,-6368380.0,32700.0,20251103
194480,42650,43150,40400,40750,178205,7318856075,-3.66,497278362500,1114998025.0,102973750.0,20251103
373160,4960,5490,4850,4995,103094,534731140,0.71,68957068905,-7405915.0,,20251103
263800,5950,5990,5740,5830,839318,4918443300,1.22,94576475400,-373154695.0,,20251103
206560,4840,4840,4600,4620,85525,398454949,-1.39,117402220320,-23435105.0,-407690.0,20251103
261200,4715,4715,4485,4560,101886,466306883,-2.88,72092232000,-157689372.0,,20251103
484120,28250,28950,27800,28000,32466,913676575,0.54,301196616000,104311600.0,-60721300.0,20251103
067990,4465,4465,4360,4360,178142,782775343,-2.35,127231558000,-401843844.0,-4054900.0,20251103
006620,5380,5380,5180,5210,247613,1300572570,-2.98,148302608320,-50112805.0,5230560.0,20251103
100130,2110,2120,2035,2065,343093,710759900,-2.13,118000295000,-10051755.0,-1968110.0,20251103
005160,3010,3030,2965,2975,175364,524118570,-0.5,161377333950,-69499100.0,,20251103
303810,3830,3830,3640,3690,179140,661151616,-1.99,118021476600,-114554036.0,44475.0,20251103
075970,2375,2405,2300,2325,121229,285283110,-2.52,42780000000,77820085.0,0.0,20251103
086450,17770,17830,17460,17560,179426,3154499900,-0.68,788158386600,-122297110.0,-636769810.0,20251103
240550,9580,9600,9170,9180,104928,979545610,-3.27,191038186800,-194665440.0,-113396190.0,20251103
099410,5400,5520,5250,5260,305624,1651881490,-2.59,73640000000,-41025960.0,1717840.0,20251103
033500,0,0,0,31750,0,0,0.0,952166434500,,,20251103
025950,15100,15270,14820,14920,18921,283402475,-2.48,125328000000,-67241140.0,190.0,20251103
088130,3970,3970,3860,3870,110148,429702030,-2.52,67668165180,-27926045.0,,20251103
041930,6340,6420,6190,6200,108646,677765625,-2.21,97960000000,-3434195.0,-61960.0,20251103
060380,1634,1634,1552,1576,294507,461945740,-3.61,31047200000,87529139.0,25078768.0,20251103
079960,21350,21700,21050,21250,56217,1198322500,-0.7,167025000000,173203900.0,58842350.0,20251103
228340,1712,1729,1680,1687,15876,26954295,-1.46,33740000000,-225273.0,,20251103
088910,2085,2105,2060,2070,34056,70959320,-0.96,53471751480,-1043760.0,-4661280.0,20251103
094170,16920,17090,16600,17070,75524,1274803380,1.61,356932607520,325845975.0,-831560.0,20251103
